assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,0,0,0,0,221239,None,,0,0,-1,1,0.0,702,85,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Keinan,0.0,672,76,0,0,0,0.0,706,84,39,False,0.0,704,83,0,Transferred to Udinese,2023-09-03T20:12:01.415986Z,49,252,52,0,0,None,0,,221239.jpg,0.0,706,85,0,0,0,Davis,0.1,373,60,False,None,0,0,u,2,7,0.0,698,84,0,4950,0,22054,173,0.0,0.0,Davis,0
0,0,10,100,100,0,0.0,151589,None,,0,0,-1,1,0.8,411,206,None,,0,3,0.5,0.5,0,0.00,0.0,0.00,0.0,0.00,0.51,6.56,0.0,Leander,0.5,317,154,0,0.0,0,0.8,437,203,40,False,7.4,417,190,7,,2023-08-10T15:00:04.947940Z,49,234,149,0,0,None,0,,151589.jpg,1.0,416,201,0,0,0.0,Dendoncker,0.0,616,239,False,None,0,0.0,a,2,7,0.0,692,291,4,1015,51,2276,56,0.1,0.8,Dendoncker,0
0,0,47,75,75,0,0.0,165659,None,,0,0,-1,1,13.5,354,125,None,,0,2,0.4,0.4,0,0.03,0.01,0.40,0.13,0.37,4.02,1.33,0.12,Diego Carlos,0.5,309,102,6,1.98,0,11.5,315,114,41,False,56.8,294,115,273,Muscle injury - 75% chance of playing,2023-11-10T02:00:09.636100Z,44,494,98,0,0,None,0,,165659.jpg,1.1,355,120,0,0,0.0,Santos Silva,0.3,275,108,False,None,3,0.99,d,2,7,45.0,210,54,8,18831,71,40954,1452,0.1,1.8,Diego Carlos,0
3,2,195,None,None,2,0.17,101188,3,,0,0,2,-2,370.5,10,3,2,,1,2,1.8,1.8,2,2.29,0.19,2.46,0.2,0.17,15.26,1.28,0.01,Lucas,1.8,179,61,17,1.43,0,67.3,31,2,42,False,226.8,71,22,1070,,None,47,315,38,0,0,None,0,,101188.jpg,2.9,143,48,0,0,0.0,Digne,6.5,65,23,False,None,12,1.01,a,2,7,76.0,153,24,35,783273,8578,283376,15522,0.4,7.4,Digne,4
1,10,270,None,None,2,0.18,230046,1,,0,0,1,-1,245.7,30,24,1,,2,3,6.5,6.5,2,1.31,0.12,4.52,0.4,3.21,14.90,1.31,0.28,Douglas Luiz,6.5,14,8,17,1.5,5,72.2,26,18,43,False,337.4,14,6,1023,,None,56,91,56,0,0,1,0,,230046.jpg,5.0,22,13,0,0,0.0,Soares de Paulo,12.0,32,12,False,None,12,1.06,a,2,7,139.0,76,46,60,1311269,38812,375927,50605,1.2,10.7,Douglas Luiz,4
0,3,55,100,100,0,0.0,476344,None,,0,0,0,0,14.2,350,47,None,,0,4,0.0,0.0,0,0.01,0.01,0.74,0.98,0.73,1.12,1.48,0.97,Jhon,0.0,694,79,0,0.0,2,13.7,298,40,44,False,72.6,267,32,68,,2023-10-29T22:00:09.647546Z,50,209,46,0,0,None,0,,476344.jpg,2.5,189,25,0,0,0.0,Durán,0.2,314,50,False,None,0,0.0,a,2,7,55.0,190,41,15,43202,804,35246,900,0.0,3.0,Duran,2
0,0,0,None,None,0,0,123354,None,,0,0,0,0,0.0,478,172,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kortney,0.0,404,132,0,0,0,0.0,500,174,45,False,0.0,493,174,0,,None,40,632,170,0,0,None,0,,123354.jpg,0.0,504,170,0,0,0,Hause,0.2,321,125,False,None,0,0,a,2,7,0.0,454,163,0,9362,259,13357,412,0.0,0.0,Hause,0
0,0,0,100,100,0,0,490094,None,,0,0,-1,1,0.0,601,239,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tim,0.0,553,205,0,0,0,0.0,616,243,46,False,0.0,609,238,0,,2023-08-10T15:00:04.998490Z,44,552,308,0,0,None,0,,490094.jpg,0.0,622,247,0,0,0,Iroegbunam,0.0,590,223,False,None,0,0,a,2,7,0.0,587,233,0,1066,57,3069,55,0.0,0.0,Iroegbunam,0
0,1,150,100,100,3,0.27,226944,None,,0,0,0,0,190.9,51,40,None,,0,3,1.8,1.8,2,0.55,0.05,0.63,0.06,0.08,14.21,1.26,0.01,Boubacar,1.8,181,81,16,1.42,0,35.5,121,67,47,False,145.6,152,60,1011,,2023-09-30T23:00:07.886006Z,50,199,123,0,0,None,0,,226944.jpg,1.9,261,116,0,0,0.0,Kamara,0.1,379,122,False,None,12,1.07,a,2,7,17.0,312,159,23,11667,323,12549,395,0.4,4.6,Kamara,4
1,2,206,None,None,2,0.17,199798,None,,0,0,0,0,38.6,263,80,None,,0,2,2.5,2.5,1,0.26,0.02,0.96,0.08,0.70,15.71,1.31,0.06,Ezri,2.5,126,42,17,1.42,0,34.4,131,36,48,False,212.4,84,27,1080,,None,45,379,69,0,0,None,0,,199798.jpg,2.6,175,59,0,0,0.0,Konsa Ngoyo,1.4,153,61,False,None,12,1.0,a,2,7,91.0,125,15,31,89895,3865,69095,3066,0.6,6.9,Konsa,2
0,3,187,100,100,2,0.18,98980,None,,0,0,-1,1,0.0,694,80,None,,0,1,1.8,1.8,3,0.00,0.0,0.00,0.0,0.00,14.98,1.36,0.0,Emiliano,1.8,180,17,16,1.45,0,23.8,211,14,49,False,237.6,59,14,990,,2023-08-25T14:00:08.378829Z,49,227,7,1,0,None,0,,98980.jpg,2.7,169,17,0,30,2.73,Martínez Romero,7.2,56,11,False,None,11,1.0,a,2,7,0.0,690,79,30,374613,6897,454622,12100,0.4,6.1,Martinez,2
2,6,199,75,None,2,0.18,122806,2,,0,0,0,0,259.7,27,21,None,,0,3,4.7,6.2,10,1.63,0.14,3.43,0.3,1.80,13.36,1.18,0.16,John,6.2,17,9,15,1.33,3,62.7,43,32,50,False,229.2,68,26,1017,Knock - 75% chance of playing,2023-11-20T10:00:08.648383Z,55,97,59,0,0,None,0,,122806.jpg,4.2,50,28,0,0,0.0,McGinn,0.8,192,63,False,None,12,1.06,d,2,7,137.0,80,49,51,87232,8144,59300,1838,1.1,9.3,McGinn,2
0,0,5,0,0,0,0.0,149484,None,,0,0,-4,4,13.0,355,126,None,,0,2,0.0,0.0,0,0.16,0.48,0.17,0.51,0.01,1.08,3.24,0.03,Tyrone,0.0,476,182,2,6.0,0,2.2,418,149,51,False,3.6,430,156,30,Knee injury - Unknown return date,2023-08-12T21:30:06.077936Z,41,611,161,0,0,None,0,,149484.jpg,0.0,570,214,0,0,0.0,Mings,1.4,150,60,False,None,1,3.0,i,2,7,5.0,378,134,0,9415,118,1046616,2300,0.0,0.0,Mings,0
0,0,12,None,None,0,0.0,111782,None,,0,0,0,0,0.0,472,34,None,,0,1,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.73,0.73,0.0,Robin,0.0,398,49,1,1.0,0,1.2,431,27,53,False,12.0,393,27,90,,None,40,626,42,0,0,None,0,,111782.jpg,2.0,233,25,0,1,1.0,Olsen,0.7,198,26,False,None,1,1.0,a,2,7,0.0,448,27,2,20147,450,36769,802,0.0,0.5,Olsen,0
0,0,3,0,0,0,0.0,481624,None,,0,0,0,0,0.3,421,210,None,,0,3,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.65,19.5,0.0,Jaden,0.0,603,232,1,30.0,0,0.3,445,208,54,False,0.4,447,211,3,Transferred to Hull City,2023-09-02T08:48:12.680336Z,45,428,248,0,0,None,0,,481624.jpg,1.0,390,182,0,0,0.0,Philogene-Bidace,0.1,473,156,False,None,0,0.0,u,2,7,2.0,398,199,1,3755,0,13749,98,0.0,0.2,Philogene,0
0,0,21,50,0,0,0.0,232653,None,,0,0,-1,1,1.6,403,201,None,,0,3,0.0,0.0,0,0.04,0.08,0.23,0.44,0.19,0.73,1.37,0.36,Jacob,0.0,723,313,0,0.0,1,7.4,357,162,55,False,43.8,317,138,48,Foot injury - 50% chance of playing,2023-10-04T15:30:08.354887Z,59,69,43,0,0,None,0,,232653.jpg,3.5,100,45,0,0,0.0,Ramsey,0.1,466,153,False,None,0,0.0,d,2,7,28.0,261,137,7,7199,42,15515,142,0.0,1.2,J.Ramsey,0
0,0,0,0,0,0,0,122775,None,,0,0,0,0,0.0,611,243,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Morgan,0.0,562,209,0,0,0,0.0,621,246,56,False,0.0,615,242,0,Joined OGC Nice on a season-long loan,2023-07-26T11:26:30.137805Z,45,365,223,0,0,None,0,,122775.jpg,0.0,627,250,0,0,0,Sanson,0.0,709,295,False,None,0,0,u,2,7,0.0,599,238,0,0,0,582,4,0.0,0.0,Sanson,0
0,0,0,0,0,0,0,248164,None,,0,0,0,0,0.0,501,46,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Viljami,0.0,431,61,0,0,0,0.0,523,62,57,False,0.0,516,62,0,Joined Exeter City on a season-long loan,2023-07-20T08:38:58.947431Z,40,661,54,0,0,None,0,,248164.jpg,0.0,527,62,0,0,0,Sinisalo,0.0,712,84,False,None,0,0,u,2,7,0.0,477,39,0,0,0,325,4,0.0,0.0,Sinisalo,0
1,0,70,None,None,0,0.0,166989,None,,0,0,-3,3,60.9,201,117,None,,0,3,2.0,2.0,2,0.61,0.2,0.83,0.27,0.22,5.14,1.65,0.07,Youri,2.0,172,78,5,1.6,0,14.3,292,132,58,False,53.4,299,128,281,,None,57,83,51,0,0,None,0,,166989.jpg,1.3,340,161,0,0,0.0,Tielemans,0.5,234,75,False,None,1,0.32,a,2,7,28.0,260,136,16,16667,429,83482,838,0.4,2.8,Tielemans,0
0,0,6,100,100,0,0.0,110504,None,,0,0,0,0,0.0,710,303,None,,0,3,0.2,0.2,0,0.00,0.0,0.00,0.0,0.00,0.77,6.93,0.0,Bertrand,0.2,356,175,0,0.0,0,0.3,447,209,59,False,3.0,434,200,10,,2023-09-01T15:29:59.576149Z,50,175,107,0,0,None,0,,110504.jpg,1.0,426,209,0,0,0.0,Traoré,0.0,595,227,False,None,0,0.0,a,2,7,0.0,707,302,2,1356,50,2750,65,0.0,0.4,Bertrand Traoré,0
8,9,268,None,None,2,0.17,178301,None,,0,0,4,-4,240.3,32,2,None,,2,4,5.2,5.2,6,1.55,0.13,8.44,0.73,6.89,15.02,1.3,0.6,Ollie,5.2,34,6,17,1.47,6,110.4,4,2,60,True,348.4,9,2,1040,,None,84,8,3,0,0,2,0,,178301.jpg,6.7,4,2,0,0,0.0,Watkins,43.4,5,2,False,None,12,1.04,a,2,7,515.0,2,2,80,3587780,70488,1656221,66254,0.6,9.5,Watkins,1
0,0,0,0,0,0,0,213345,None,,0,0,0,0,0.0,716,86,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Wesley,0.0,690,77,0,0,0,0.0,718,85,61,False,0.0,718,85,0,Permanent transfer to Stoke,2023-07-31T07:08:09.572672Z,50,193,44,0,0,None,0,,213345.jpg,0.0,718,86,0,0,0,Moraes Ferreira da Silva,0.0,704,94,False,None,0,0,u,2,7,0.0,713,85,0,0,0,762,9,0.0,0.0,Wesley,0
0,4,201,None,None,2,0.17,244954,None,,0,0,1,-1,70.8,175,46,None,,1,2,1.8,1.8,2,0.29,0.02,0.75,0.06,0.46,14.63,1.26,0.04,Pau,1.8,178,60,15,1.29,1,33.7,138,37,584,False,206.6,92,32,1049,,None,46,345,47,0,0,None,0,,244954.jpg,3.2,113,36,0,0,0.0,Torres,3.9,90,36,False,None,11,0.94,a,2,7,59.0,184,41,38,330893,6319,192038,9388,0.4,8.3,Pau,0
6,5,199,100,100,3,0.29,243557,None,,0,0,3,-3,284.6,23,18,None,,2,3,5.8,5.8,6,2.25,0.21,5.02,0.47,2.77,12.62,1.2,0.26,Moussa,5.8,23,14,15,1.43,3,82.9,19,14,599,False,229.6,67,25,944,,2023-09-30T23:00:09.545623Z,68,37,21,0,0,None,0,,243557.jpg,5.4,16,9,0,0,0.0,Diaby,15.1,22,9,False,None,12,1.14,a,2,7,314.0,20,12,65,1859450,44681,1028315,33422,0.9,9.6,Diaby,0
0,0,0,None,None,0,0,549068,None,,0,0,0,0,0.0,672,278,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Omari,0.0,631,250,0,0,0,0.0,681,280,618,False,0.0,675,276,0,,None,45,459,268,0,0,None,0,,549068.jpg,0.0,683,282,0,0,0,Kellyman,0.1,482,161,False,None,0,0,a,2,7,0.0,664,274,0,5952,131,5557,191,0.0,0.0,Kellyman,0
0,0,0,None,None,0,0,462381,None,,0,0,0,0,0.0,515,51,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Filip,0.0,446,66,0,0,0,0.0,537,67,670,False,0.0,530,67,0,,None,40,677,59,0,0,None,0,,462381.jpg,0.0,542,67,0,0,0,Marschall,0.0,577,76,False,None,0,0,a,2,7,0.0,492,44,0,1938,70,1120,53,0.0,0.0,Marschall,0
0,0,-10,None,None,1,0.21,245414,None,,0,0,0,0,71.0,174,108,None,,0,3,0.8,0.8,0,0.53,0.11,2.00,0.42,1.47,5.31,1.14,0.31,Nicolò,0.8,268,129,4,0.86,0,29.4,175,86,672,False,30.4,348,151,421,,None,55,105,65,0,0,None,0,,245414.jpg,1.1,360,172,0,0,0.0,Zaniolo,0.1,483,162,False,None,6,1.28,a,2,7,196.0,45,28,10,10931,109,8591,330,0.1,1.8,Zaniolo,2
0,0,0,0,0,0,0,516159,None,,0,0,0,0,0.0,531,59,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Oliwier,0.0,464,74,0,0,0,0.0,553,75,686,False,0.0,547,75,0,On loan to Puszcza Niepolomice,2023-09-11T14:12:20.141802Z,40,698,67,0,0,None,0,,516159.jpg,0.0,558,75,0,0,0,Zych,0.1,480,64,False,None,0,0,u,2,7,0.0,509,52,0,6697,0,4898,95,0.0,0.0,Zych,0
0,0,0,None,None,0,0,171101,None,,0,0,0,0,0.0,614,235,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Clément,0.0,566,224,0,0,0,0.0,624,235,699,False,0.0,618,235,0,,None,45,371,64,0,0,None,0,,171101.jpg,0.0,630,233,0,0,0,Lenglet,0.1,496,190,False,None,0,0,a,2,7,0.0,602,233,0,5240,372,3005,265,0.0,0.0,Lenglet,0
0,0,4,0,0,0,0.0,444180,None,,0,0,-1,1,4.6,383,191,None,,0,3,0.0,0.0,0,0.02,0.01,0.09,0.05,0.07,4.44,2.65,0.04,Jaidon,0.0,676,283,5,2.98,0,3.0,407,190,62,False,9.0,412,187,151,Season-long loan to Leeds United,2023-09-03T20:09:06.556250Z,49,266,169,0,0,None,0,,444180.jpg,1.0,423,206,0,0,0.0,Anthony,0.0,511,176,False,None,2,1.19,u,3,91,16.0,318,160,3,1618,0,12278,77,0.0,0.6,Anthony,1
1,3,126,75,100,1,0.1,168991,None,,0,0,-3,3,162.7,65,48,1,,0,3,2.6,2.5,0,1.04,0.1,2.59,0.25,1.55,21.68,2.1,0.15,Philip,3.0,101,50,24,2.32,1,49.3,69,44,63,False,193.8,105,39,931,Thigh injury - 75% chance of playing,2023-11-12T02:30:08.229472Z,52,155,97,0,0,None,0,,168991.jpg,2.9,148,62,0,0,0.0,Billing,0.4,265,87,False,None,11,1.06,d,3,91,138.0,78,48,32,34328,439,73339,2403,0.6,6.2,Billing,2
0,2,51,None,None,0,0.0,111317,5,,0,0,-1,1,82.0,160,103,None,,0,3,0.5,-0.5,0,0.38,0.15,2.02,0.81,1.64,4.45,1.8,0.66,David,0.0,664,273,3,1.21,1,22.8,218,108,64,False,61.8,282,116,223,,None,49,229,146,0,0,None,0,,111317.jpg,1.9,260,115,0,0,0.0,Brooks,0.1,440,144,False,None,2,0.81,a,3,91,83.0,139,85,15,8507,60,11972,212,0.0,3.1,Brooks,1
1,0,102,100,100,2,0.21,158499,None,,0,0,0,0,202.6,46,36,None,,0,3,2.8,1.8,3,1.02,0.11,1.56,0.17,0.54,19.16,1.98,0.06,Ryan,2.3,138,58,22,2.27,0,48.9,70,45,65,False,131.0,171,64,872,,2023-08-06T23:30:05.398527Z,50,182,111,0,0,None,0,,158499.jpg,2.2,220,94,0,0,0.0,Christie,0.1,500,173,False,None,11,1.14,a,3,91,154.0,64,39,26,10910,329,9269,158,0.5,5.2,Christie,0
0,0,91,100,100,2,0.29,155408,1,,0,0,0,0,88.6,149,98,None,,0,3,1.2,0.2,2,0.29,0.04,0.36,0.05,0.07,17.17,2.52,0.01,Lewis,0.7,303,146,15,2.2,0,20.0,248,117,66,False,93.2,239,95,614,,2023-10-21T17:30:07.277985Z,50,181,110,0,0,None,0,,155408.jpg,1.5,308,143,1,0,0.0,Cook,0.0,614,238,False,None,7,1.03,a,3,91,18.0,301,154,12,924,54,2480,37,0.1,2.4,L.Cook,1
0,0,0,0,0,0,0,244085,None,,0,0,0,0,0.0,626,248,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Siriki,0.0,578,214,0,0,0,0.0,636,251,67,False,0.0,630,247,0,Permanent Transfer to Birmingham,2023-07-17T06:20:36.127600Z,45,397,229,0,0,None,0,,244085.jpg,0.0,642,255,0,0,0,Dembélé,0.0,724,305,False,None,0,0,u,3,91,0.0,615,243,0,0,0,364,3,0.0,0.0,Siriki,0
0,0,0,0,0,0,0,81012,None,,0,0,-1,1,0.0,564,223,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ryan,0.0,510,203,0,0,0,0.0,581,223,68,False,0.0,575,224,0,Calf injury - Unknown return date,2023-08-06T23:30:05.414382Z,44,479,92,0,0,None,0,,81012.jpg,0.0,587,221,0,0,0,Fredericks,0.0,654,224,False,None,0,0,i,3,91,0.0,549,221,0,610,7,2096,25,0.0,0.0,Fredericks,0
0,0,1,0,0,0,0.0,463981,None,,0,0,0,0,1.8,399,147,None,,0,2,0.0,0.0,0,0.01,0.06,0.01,0.06,0.00,0.19,1.14,0.0,James,0.0,449,162,0,0.0,0,0.2,448,158,69,False,0.0,533,199,15,Season-long loan to Blackburn Rovers,2023-09-01T14:44:09.529285Z,40,680,203,0,0,None,0,,463981.jpg,1.0,365,124,0,0,0.0,Hill,0.1,368,139,False,None,0,0.0,u,3,91,0.0,495,189,1,6669,0,19518,190,0.0,0.2,Hill,0
0,3,128,100,100,2,0.28,235530,None,,0,0,0,0,42.5,249,75,None,,0,2,3.2,2.2,7,0.10,0.01,0.22,0.03,0.12,10.93,1.55,0.02,Lloyd,2.7,120,38,14,1.98,0,15.4,283,98,70,False,106.6,215,89,636,,2023-09-25T14:30:07.504064Z,45,395,80,0,0,None,0,,235530.jpg,2.4,195,67,0,0,0.0,Kelly,0.1,457,179,False,None,7,0.99,a,3,91,6.0,372,132,19,6148,2528,3908,243,0.6,4.2,Kelly,1
0,0,0,None,None,0,0,444183,None,,0,0,-1,1,0.0,594,235,None,,0,3,0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Gavin,0.0,546,200,0,0,0,0.0,610,239,71,False,0.0,603,234,0,,None,44,540,300,0,0,None,0,,444183.jpg,0.0,616,243,0,0,0,Kilkenny,0.1,463,150,False,None,0,0,a,3,91,0.0,580,229,0,4039,64,6422,107,0.0,0.0,Kilkenny,0
0,0,26,None,None,1,0.22,222683,None,,0,0,-4,4,55.5,214,123,None,,0,3,1.8,0.8,3,0.68,0.15,1.06,0.23,0.38,8.96,1.99,0.08,Justin,1.3,225,106,8,1.77,0,15.2,285,129,72,False,30.2,349,152,406,,None,46,343,221,0,0,None,0,,222683.jpg,1.4,316,147,0,0,0.0,Kluivert,0.2,327,98,False,None,5,1.11,a,3,91,65.0,168,98,13,11798,661,40205,436,0.3,2.8,Kluivert,0
0,0,0,0,0,0,0,128309,None,,0,0,-1,1,0.0,695,293,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jamal,0.0,665,274,0,0,0,0.0,700,295,73,False,0.0,698,294,0,Season-long loan to  Swansea City,2023-09-02T08:49:08.357551Z,49,231,147,0,0,None,0,,128309.jpg,0.0,701,295,0,0,0,Lowe,0.0,676,274,False,None,0,0,u,3,91,0.0,691,290,0,81,0,1220,11,0.0,0.0,Lowe,0
0,0,0,0,0,0,0,133845,None,,-1,1,-2,2,0.0,549,214,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Emiliano,0.0,486,176,0,0,0,0.0,567,219,74,False,0.0,561,214,0,Foot injury - Unknown return date,2023-08-18T11:59:59.501058Z,43,576,316,0,0,None,0,,133845.jpg,0.0,574,223,0,0,0,Marcondes,0.0,620,242,False,None,0,0,i,3,91,0.0,530,207,0,868,202,3092,61,0.0,0.0,Marcondes,0
0,0,22,100,100,0,0.0,223911,None,,0,0,-2,2,12.2,358,127,None,,0,2,1.2,0.2,0,0.03,0.02,0.12,0.07,0.09,2.98,1.6,0.05,Chris,0.7,273,91,5,2.68,0,6.8,363,131,75,False,34.2,338,130,168,,2023-09-26T18:00:07.515397Z,43,591,149,0,0,None,0,,223911.jpg,0.8,446,145,0,0,0.0,Mepham,0.1,501,191,False,None,2,1.07,a,3,91,21.0,284,91,3,1422,43,5772,56,0.2,0.7,Mepham,1
0,0,10,None,None,0,0.0,128340,None,,0,0,-3,3,17.2,332,44,None,,0,4,0.5,-0.5,0,0.31,0.34,0.78,0.85,0.47,1.69,1.83,0.51,Kieffer,0.0,642,73,1,1.08,0,6.3,366,46,76,False,3.0,433,50,83,,None,47,317,62,0,0,None,0,,128340.jpg,1.0,402,51,0,0,0.0,Moore,0.2,295,46,False,None,0,0.0,a,3,91,45.0,212,44,5,13633,506,37826,688,0.0,1.1,Moore,0
0,7,208,100,75,2,0.2,69752,None,,0,0,0,0,0.0,608,72,None,,2,1,3.5,1.9,9,0.01,0.0,0.01,0.0,0.00,21.83,2.18,0.0,Norberto,3.0,92,8,20,2.0,0,34.4,130,4,77,False,342.6,11,4,900,,2023-10-27T13:30:07.907911Z,45,356,16,0,0,None,1,,69752.jpg,3.9,66,6,0,45,4.5,Murara Neto,1.2,160,21,False,None,10,1.0,a,3,91,0.0,595,67,39,154593,6857,134034,1346,0.7,8.7,Neto,3
0,0,27,100,100,1,0.41,533463,None,,-1,1,-3,3,55.2,215,124,None,,0,3,0.8,-0.2,1,0.25,0.1,1.01,0.41,0.76,4.64,1.89,0.31,Dango,0.3,338,162,5,2.04,0,17.7,266,121,78,False,38.4,331,146,221,,2023-08-12T21:30:06.219128Z,47,333,217,0,0,None,0,,533463.jpg,1.1,358,170,0,0,0.0,Ouattara,0.0,635,254,False,None,2,0.81,a,3,91,82.0,142,88,8,746,47,4595,38,0.1,1.7,O.Dango,1
0,0,0,0,0,0,0,156687,None,,0,0,0,0,0.0,613,244,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,564,210,0,0,0,0.0,623,247,79,False,0.0,617,243,0,Permanent transfer to Stoke City,2023-07-11T08:58:20.803049Z,45,367,224,0,0,None,0,,156687.jpg,0.0,629,251,0,0,0,Pearson,0.0,738,317,False,None,0,0,u,3,91,0.0,601,239,0,0,0,105,1,0.0,0.0,Pearson,0
0,0,0,25,25,0,0,32259,None,,0,0,0,0,0.0,465,30,None,,0,1,0.1,-0.1,0,0.00,0,0.00,0,0.00,0.00,0,0,Darren,0.0,390,45,0,0,0,0.0,488,47,80,False,0.0,482,47,0,Illness - 25% chance of playing,2023-10-28T18:00:07.926322Z,40,616,38,0,0,None,0,,32259.jpg,0.0,493,47,0,0,0,Randolph,0.5,242,31,False,None,0,0,d,3,91,0.0,441,23,0,6955,48,20925,572,0.0,0.0,Randolph,0
0,0,48,None,None,0,0.0,156685,4,,0,0,-2,2,61.8,198,115,None,,0,3,1.5,0.5,1,0.20,0.05,0.26,0.07,0.06,11.00,2.77,0.02,Joe,1.0,250,118,11,2.77,0,10.9,321,143,81,False,41.6,327,142,358,,None,48,289,189,0,0,None,0,,156685.jpg,1.2,350,164,0,0,0.0,Rothwell,0.0,617,240,False,None,3,0.75,a,3,91,5.0,380,193,11,627,32,1437,28,0.2,2.3,Rothwell,0
1,4,75,100,100,1,0.21,437730,None,,0,0,0,0,61.4,199,30,None,,0,4,4.5,3.5,2,0.52,0.11,1.58,0.34,1.06,9.20,1.97,0.23,Antoine,4.0,54,9,11,2.35,2,32.0,156,27,82,False,100.0,229,26,421,,2023-08-06T23:30:05.439700Z,45,406,72,0,0,None,0,,437730.jpg,3.0,132,20,0,0,0.0,Semenyo,3.0,106,19,False,None,5,1.07,a,3,91,160.0,62,23,27,490199,18788,309791,7282,0.9,6.0,Semenyo,1
1,0,103,None,None,1,0.16,221466,None,,0,0,-2,2,34.6,276,87,None,,0,2,2.2,1.2,5,0.35,0.05,0.35,0.05,0.00,16.05,2.51,0.0,Marcos,1.7,188,64,17,2.66,0,18.5,261,88,83,False,146.6,151,56,575,,None,43,588,146,0,0,None,0,,221466.jpg,1.4,313,102,0,0,0.0,Senesi,0.1,369,140,False,None,6,0.94,a,3,91,2.0,393,143,14,9646,669,14755,146,0.4,3.3,Senesi,2
0,0,21,100,100,0,0.0,54469,None,,0,0,-1,1,24.6,315,110,None,,0,2,1.2,0.2,1,0.16,0.12,0.16,0.12,0.00,3.93,2.97,0.0,Adam,0.7,275,93,4,3.03,0,4.8,378,135,84,False,21.2,375,141,119,,2023-08-06T23:30:05.454428Z,44,475,89,0,0,None,0,,54469.jpg,1.0,375,132,0,0,0.0,Smith,0.0,597,211,False,None,1,0.76,a,3,91,2.0,394,144,4,1039,101,2314,45,0.2,0.9,Smith,0
1,6,169,100,100,2,0.17,154566,None,,0,0,-1,1,154.7,66,5,None,,1,4,6.2,5.2,13,0.74,0.06,6.02,0.5,5.28,23.58,1.99,0.44,Dominic,5.7,28,4,25,2.11,6,85.9,17,4,85,False,278.2,32,3,1068,,2023-09-28T03:30:08.465399Z,64,51,18,0,0,1,0,,154566.jpg,4.7,36,7,0,0,0.0,Solanke,3.6,94,16,False,None,12,1.01,a,3,91,424.0,6,4,56,416389,115489,364520,5476,0.9,8.8,Solanke,1
1,0,84,100,100,2,0.29,201658,3,,0,0,-1,1,128.1,94,68,2,,0,3,2.8,1.8,3,0.86,0.13,1.65,0.25,0.79,12.76,1.86,0.12,Marcus,2.3,140,59,15,2.19,0,35.2,125,69,86,False,112.6,204,80,617,,2023-07-26T15:30:04.076941Z,54,120,75,0,0,None,0,,201658.jpg,2.3,209,90,0,0,0.0,Tavernier,0.0,551,202,False,None,8,1.17,a,3,91,111.0,106,66,21,6487,381,6917,77,0.4,3.9,Tavernier,0
