assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,3,0,0,1,0.68,244042,None,,0,0,-1,1,33.5,277,41,None,,0,4,0.0,0.0,0,0.04,0.03,0.39,0.27,0.35,2.52,1.72,0.24,Rodrigo,0.5,311,36,2,1.36,0,9.2,333,43,279,False,9.8,404,47,132,Knee injury - Expected back 03 Dec,2023-11-04T15:30:08.544057Z,44,532,93,0,0,None,0,,244042.jpg,1.0,380,45,0,0,0.0,Muniz Carvalho,0.5,229,41,False,None,1,0.68,i,10,54,52.0,192,42,5,60108,318,62767,2529,0.1,1.1,Muniz,1
0,6,113,0,100,2,0.22,154296,None,,0,0,0,0,49.5,227,127,None,,2,3,0.0,3.5,1,0.11,0.01,0.89,0.1,0.78,15.60,1.7,0.09,João,3.5,74,40,13,1.42,2,35.8,117,65,280,False,225.2,74,28,824,Suspended until 03 Dec,2023-11-13T01:00:09.377622Z,50,180,109,0,0,None,0,,154296.jpg,3.2,115,49,0,0,0.0,Palhinha Gonçalves,0.4,260,85,False,None,9,0.98,s,10,54,83.0,141,87,32,60884,650,46567,4560,0.7,6.4,J.Palhinha,5
0,4,178,100,100,3,0.28,82514,None,,0,0,0,0,14.3,349,122,None,,1,2,1.5,1.5,1,0.13,0.01,1.09,0.1,0.96,21.93,2.05,0.09,Tim,1.5,210,67,18,1.68,1,25.4,203,60,281,False,197.0,102,36,963,,2023-08-19T18:00:06.900913Z,45,359,56,0,0,None,0,,82514.jpg,3.1,124,40,1,0,0.0,Ream,1.6,140,58,False,None,11,1.03,a,10,54,43.0,217,59,34,255138,2479,162244,3951,0.3,7.6,Ream,1
1,0,85,100,100,3,0.47,153366,4,,0,0,-3,3,117.6,108,79,None,,0,3,0.5,0.5,0,0.47,0.07,0.49,0.07,0.02,12.52,1.96,0.0,Harrison,0.5,313,151,11,1.72,0,20.9,235,113,282,False,79.4,254,101,575,,2023-08-31T02:00:07.951724Z,47,319,208,0,0,None,0,,153366.jpg,1.9,256,112,0,0,0.0,Reed,0.4,251,81,False,None,7,1.1,a,10,54,12.0,336,169,21,27868,136,76138,1315,0.1,4.5,Reed,2
1,2,168,100,100,2,0.18,169528,None,,0,0,-1,1,147.7,73,14,None,,0,2,1.2,1.2,2,1.14,0.1,1.20,0.11,0.06,21.24,1.93,0.01,Antonee,1.2,239,78,20,1.82,0,36.2,116,29,283,False,190.0,109,39,990,,2023-09-16T20:00:07.420575Z,44,496,100,2,0,None,0,,169528.jpg,1.8,266,87,0,0,0.0,Robinson,0.5,226,86,False,None,11,1.0,a,10,54,24.0,273,84,20,41530,898,55010,827,0.3,4.5,Robinson,4
0,0,-3,None,None,0,0,155529,None,,0,0,-1,1,0.0,446,17,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Marek,0.0,369,32,0,0,0,0.0,469,34,284,False,0.0,463,34,0,,None,39,722,76,0,0,None,0,,155529.jpg,0.0,474,34,0,0,0,Rodák,0.4,263,34,False,None,0,0,a,10,54,0.0,421,10,-1,11932,921,17780,411,0.0,-0.3,Rodák,1
0,0,71,100,75,2,0.42,167074,None,,0,0,-1,1,45.8,240,70,None,,0,2,0.0,0.0,0,0.22,0.05,0.41,0.09,0.19,11.87,2.5,0.04,Kenny,0.0,519,205,8,1.69,0,12.7,307,110,285,False,68.0,273,110,427,,2023-09-23T22:00:07.732576Z,44,495,99,0,0,None,0,,167074.jpg,2.4,192,65,0,0,0.0,Tete,0.3,278,111,False,None,5,1.05,a,10,54,13.0,332,115,12,20142,135,55444,344,0.0,2.7,Tete,2
0,0,5,75,75,0,0.0,109646,None,,0,0,-2,2,0.0,547,215,None,,0,2,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.67,60.3,0.0,Tosin,0.0,484,188,0,0.0,0,1.2,432,154,286,False,12.0,394,145,1,Lack of match fitness - 75% chance of playing,2023-09-15T16:00:07.700688Z,43,572,133,0,0,None,0,,109646.jpg,1.0,367,126,0,0,0.0,Adarabioyo,0.0,529,199,False,None,0,0.0,d,10,54,0.0,528,210,1,864,4,5721,45,0.0,0.2,Tosin,0
0,2,42,None,None,0,0.0,245824,None,,0,0,-3,3,49.2,230,38,None,,0,4,0.5,0.5,0,0.06,0.02,0.73,0.28,0.67,3.74,1.48,0.26,Carlos Vinícius,0.5,315,37,3,1.18,1,17.7,265,36,287,False,46.6,308,35,228,,None,47,327,63,0,0,None,0,,245824.jpg,1.9,257,34,0,0,0.0,Alves Morais,1.6,137,23,False,None,2,0.79,a,10,54,83.0,138,37,13,95025,2330,323408,4565,0.1,2.8,Vinícius,1
1,0,76,None,None,3,0.4,153682,None,,0,0,-2,2,139.5,82,59,1,,0,3,1.8,1.8,1,1.21,0.16,2.06,0.27,0.85,16.53,2.19,0.11,Harry,1.8,183,83,11,1.46,0,29.2,176,87,288,False,64.4,280,114,680,,None,53,135,85,0,0,3,0,,153682.jpg,1.8,276,123,0,0,0.0,Wilson,0.1,364,114,False,None,7,0.93,a,10,54,90.0,127,78,22,16839,187,25591,325,0.3,4.2,Wilson,2
0,2,63,None,None,2,0.27,102057,None,,0,0,-3,3,84.2,157,18,None,,0,4,2.5,2.5,8,0.40,0.05,2.17,0.28,1.77,15.79,2.09,0.23,Raúl,2.5,128,17,16,2.12,1,32.8,150,26,558,False,82.8,250,30,679,,None,52,150,41,0,0,None,0,,102057.jpg,1.9,262,35,0,0,0.0,Jiménez,0.6,210,35,False,None,9,1.19,a,10,54,167.0,59,21,21,104539,3691,167003,1339,0.5,4.0,Raúl,2
1,3,110,100,100,3,0.35,47431,2,,0,0,-2,2,207.0,43,33,2,,0,3,2.2,2.2,2,0.87,0.1,2.32,0.27,1.45,12.65,1.47,0.17,Willian,2.2,147,64,11,1.28,1,48.0,75,48,591,False,112.2,206,81,775,,2023-08-24T23:00:07.286162Z,53,130,82,0,0,None,0,,47431.jpg,2.9,149,63,0,0,0.0,Borges da Silva,0.4,264,86,False,None,9,1.05,a,10,54,162.0,61,38,32,44117,1322,69708,1533,0.4,6.0,Willian,1
0,0,69,100,100,0,0.0,232892,None,,0,0,-1,1,5.2,379,138,None,,0,2,1.5,1.5,1,0.02,0.0,0.07,0.01,0.05,12.69,2.35,0.01,Calvin,1.5,209,66,10,1.86,0,10.8,322,117,610,False,94.2,238,96,485,,2023-09-28T03:30:10.178064Z,44,524,116,0,0,None,0,,232892.jpg,0.9,439,141,1,0,0.0,Bassey,0.2,322,126,False,None,5,0.93,a,10,54,9.0,352,123,7,7938,347,24120,291,0.3,1.6,Bassey,0
0,0,0,None,None,0,0,547686,None,,0,0,0,0,0.0,537,209,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luc,0.0,470,176,0,0,0,0.0,559,211,625,False,0.0,553,212,0,,None,40,704,220,0,0,None,0,,547686.jpg,0.0,564,208,0,0,0,De Fougerolles,0.1,467,181,False,None,0,0,a,10,54,0.0,515,202,0,2711,55,3459,105,0.0,0.0,De Fougerolles,0
0,0,0,0,0,0,0,490146,None,,0,0,0,0,0.0,652,73,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jay,0.0,607,64,0,0,0,0.0,663,73,651,False,0.0,657,71,0,Season-long loan to Birmingham City,2023-08-28T08:00:28.514721Z,45,432,78,0,0,None,0,,490146.jpg,0.0,666,75,0,0,0,Stansfield,0.0,630,86,False,None,0,0,u,10,54,0.0,643,73,0,1655,0,2221,15,0.0,0.0,Stansfield,0
0,0,0,50,50,0,0,515023,None,,0,0,0,0,0.0,661,272,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Matthew,0.0,617,241,0,0,0,0.0,672,275,652,False,0.0,666,271,0,Hamstring injury - 50% chance of playing,2023-10-13T09:30:09.800778Z,45,442,257,0,0,None,0,,515023.jpg,0.0,675,278,0,0,0,Dibley-Dias,0.0,680,278,False,None,0,0,d,10,54,0.0,652,267,0,985,6,859,25,0.0,0.0,Dibley-Dias,0
0,0,9,100,75,0,0.0,159533,None,,0,0,-1,1,5.0,381,189,None,,0,3,0.2,0.2,1,0.03,0.07,0.15,0.34,0.12,3.36,7.56,0.27,Adama,0.2,355,174,3,6.75,0,3.5,394,182,662,False,9.6,407,184,40,,2023-09-22T12:00:09.389013Z,49,236,150,0,0,None,0,,159533.jpg,1.0,417,202,0,0,0.0,Traoré,0.0,561,207,False,None,0,0.0,a,10,54,21.0,286,146,4,6009,106,6269,60,0.0,0.8,Adama,0
0,0,2,None,None,0,0.0,515024,None,,0,0,0,0,0.7,413,207,None,,0,3,0.0,0.0,0,0.01,0.01,0.29,0.35,0.28,2.26,2.75,0.34,Luke,0.0,618,242,5,6.08,0,2.1,422,196,683,False,3.2,432,199,74,,None,45,443,258,0,0,None,0,,515024.jpg,2.0,239,102,0,0,0.0,Harris,0.0,581,218,False,None,0,0.0,a,10,54,17.0,308,157,2,3978,77,2531,87,0.0,0.4,Harris,0
0,3,127,None,None,2,0.24,166477,None,,0,0,0,0,77.1,166,41,None,,1,2,1.5,1.5,1,0.74,0.09,0.90,0.11,0.16,10.67,1.3,0.02,Timothy,1.5,211,68,11,1.34,0,25.8,198,58,688,False,120.2,190,76,737,,None,45,369,62,0,0,None,0,,166477.jpg,2.7,167,55,0,0,0.0,Castagne,0.5,236,90,False,None,8,0.98,a,10,54,61.0,175,36,24,96817,1446,54667,1298,0.3,5.3,Castagne,1
0,0,0,None,None,0,0,428971,None,,0,0,0,0,0.0,503,47,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Steven,0.0,433,62,0,0,0,0.0,525,63,692,False,0.0,518,63,0,,None,40,663,55,0,0,None,0,,428971.jpg,0.0,529,63,0,0,0,Benda,0.0,613,78,False,None,0,0,a,10,54,0.0,479,40,0,1758,83,794,49,0.0,0.0,Benda,0
0,0,0,None,None,0,0,225897,None,,0,0,0,0,0.0,621,237,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Fodé,0.0,573,226,0,0,0,0.0,631,237,707,False,0.0,625,237,0,,None,45,388,75,0,0,None,0,,225897.jpg,0.0,637,235,0,0,0,Ballo-Touré,0.0,585,207,False,None,0,0,a,10,54,0.0,610,236,0,2180,115,1557,98,0.0,0.0,Ballo-Touré,0
0,0,0,None,None,0,0,487693,None,,0,0,0,0,0.0,525,200,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Devan,0.0,457,166,0,0,0,0.0,547,202,732,False,0.0,541,203,0,,None,40,691,210,0,0,None,0,,487693.jpg,0.0,552,199,0,0,0,Tanton,0.0,694,234,False,None,0,0,a,10,54,0.0,503,193,0,423,83,141,34,0.0,0.0,Tanton,0
0,0,0,None,None,0,0,60706,None,,0,0,0,0,0.0,468,32,None,,0,1,-0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Adrián,0.0,394,47,0,0,0,0.0,491,49,289,False,0.0,484,49,0,,None,40,621,40,0,0,None,0,,60706.jpg,0.0,495,49,0,0,0,San Miguel del Castillo,0.3,283,39,False,None,0,0,a,11,14,0.0,444,25,0,6980,190,12968,391,0.0,0.0,Adrián,0
1,4,193,100,100,4,0.46,169187,3,,0,0,-1,1,310.6,18,4,1,,1,2,4.2,5.2,7,1.81,0.21,2.30,0.27,0.49,9.64,1.12,0.06,Trent,4.7,43,14,7,0.81,0,52.2,64,9,290,False,141.4,160,61,778,,2023-09-04T05:00:07.856635Z,79,13,1,0,0,None,0,,169187.jpg,3.8,85,21,0,0,0.0,Alexander-Arnold,8.4,45,13,False,None,9,1.04,a,11,14,70.0,158,28,38,378974,13034,1299798,13433,0.6,4.8,Alexander-Arnold,3
0,9,271,None,None,4,0.33,116535,None,,0,0,1,-1,10.1,365,2,None,,3,1,6.2,7.2,7,0.00,0.0,0.00,0.0,0.00,14.33,1.19,0.0,Alisson,6.7,11,1,10,0.83,0,32.4,154,9,291,True,314.4,23,10,1080,,None,56,89,1,0,0,None,0,,116535.jpg,4.7,35,1,0,40,3.33,Ramses Becker,13.0,28,6,False,None,12,1.0,a,11,14,0.0,732,85,56,654273,40267,411876,13313,1.2,10.0,A.Becker,1
0,0,0,0,0,0,0,535928,None,,0,0,-3,3,0.0,684,286,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Stefan,0.0,648,260,0,0,0,0.0,689,287,292,False,0.0,686,285,0,Calf injury - Unknown return date,2023-09-29T10:30:08.978098Z,47,334,218,0,0,None,0,,535928.jpg,0.0,691,288,0,0,0,Bajcetic,0.0,576,215,False,None,0,0,i,11,14,0.0,677,281,0,986,8,4705,56,0.0,0.0,Bajcetic,0
6,4,170,None,None,3,0.45,447203,None,,0,0,0,0,113.2,113,12,None,,1,4,5.2,6.2,5,0.96,0.14,6.11,0.92,5.15,7.65,1.16,0.78,Darwin,5.7,29,5,4,0.6,4,73.5,25,7,293,False,247.4,53,7,596,,None,75,21,7,0,0,3,0,,447203.jpg,4.9,25,5,0,0,0.0,Núñez Ribeiro,16.4,18,4,False,None,6,0.91,a,11,14,373.0,12,6,54,1838791,57309,1605247,40858,0.8,7.2,Darwin,1
2,2,131,100,100,3,0.47,194634,None,,0,0,-3,3,144.3,77,57,None,,1,3,5.2,6.2,8,0.60,0.09,3.40,0.53,2.80,6.59,1.02,0.44,Diogo,5.7,30,15,4,0.62,4,63.8,40,29,294,False,182.0,119,48,579,,2023-09-30T23:00:08.714780Z,77,18,11,0,0,None,0,,194634.jpg,3.9,71,36,1,0,0.0,Teixeira da Silva,2.0,131,39,False,None,7,1.09,a,11,14,313.0,21,13,43,304559,17774,416893,5024,0.7,5.6,Diogo J.,1
2,0,62,None,None,0,0.0,444884,None,,0,0,-2,2,78.2,164,106,None,,0,3,1.5,2.5,1,1.05,0.37,1.37,0.48,0.32,3.55,1.26,0.11,Harvey,2.0,156,67,2,0.71,0,17.2,269,124,295,False,46.6,309,134,254,,None,48,305,200,0,0,None,0,,444884.jpg,1.5,305,140,0,0,0.0,Elliott,0.2,340,101,False,None,1,0.35,a,11,14,48.0,202,111,15,13187,365,21518,623,0.4,3.1,Elliott,1
0,0,0,0,0,0,0,116643,None,,0,0,0,0,0.0,711,304,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Fabio Henrique,0.0,682,287,0,0,0,0.0,714,305,296,False,0.0,714,305,0,Permanent Transfer to Al-Ittihad,2023-08-01T09:50:49.848998Z,50,176,108,0,0,None,0,,116643.jpg,0.0,714,305,0,0,0,Tavares,0.0,686,282,False,None,0,0,u,11,14,0.0,708,303,0,0,0,1080,4,0.0,0.0,Fabinho,0
0,3,82,100,100,1,0.2,243298,None,,0,0,-3,3,53.8,219,35,None,,0,4,0.8,1.8,2,0.25,0.05,2.92,0.58,2.67,6.32,1.25,0.53,Cody,1.3,238,27,6,1.18,2,30.9,163,29,297,False,100.8,228,25,456,,2023-10-01T02:00:08.267715Z,72,27,11,0,0,None,0,,243298.jpg,2.4,202,28,0,0,0.0,Gakpo,2.2,126,21,False,None,6,1.18,a,11,14,158.0,63,24,24,142047,3147,566019,4906,0.2,3.3,Gakpo,0
0,1,104,75,None,2,0.36,171287,None,,0,0,0,0,96.4,132,26,None,,0,2,1.7,3.2,0,0.13,0.02,0.61,0.11,0.48,6.96,1.26,0.09,Joe,2.7,118,36,3,0.54,0,22.6,220,65,298,False,98.8,232,95,499,Knock - 75% chance of playing,2023-11-13T01:00:09.440163Z,45,372,65,0,0,None,0,,171287.jpg,2.3,205,70,0,0,0.0,Gomez,0.5,235,89,False,None,5,0.9,d,11,14,30.0,255,78,23,48967,725,43153,3380,0.6,5.1,Gomez,1
0,0,0,0,0,0,0,56979,None,,0,0,0,0,0.0,706,301,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jordan,0.0,678,285,0,0,0,0.0,710,303,299,False,0.0,710,303,0,Permanent transfer to Al-Ettifaq,2023-07-28T08:28:45.116062Z,50,168,104,0,0,None,0,,56979.jpg,0.0,710,303,0,0,0,Henderson,0.0,696,286,False,None,0,0,u,11,14,0.0,703,300,0,0,0,785,2,0.0,0.0,Henderson,0
0,0,29,50,0,1,0.32,206915,None,,0,0,-1,1,17.6,331,173,None,,0,3,-0.2,0.0,0,0.08,0.03,0.19,0.07,0.11,6.68,2.16,0.04,Curtis,0.0,671,279,4,1.29,0,6.7,365,167,300,False,34.0,340,148,278,Hamstring injury - 50% chance of playing,2023-11-05T22:00:08.905000Z,49,248,159,0,0,None,0,,206915.jpg,1.0,420,204,1,0,0.0,Jones,0.0,512,177,False,None,4,1.29,d,11,14,20.0,292,150,5,3049,12,12342,170,0.0,1.0,Jones,1
0,0,0,None,None,0,0,200720,None,,0,0,-1,1,0.0,449,20,None,,0,1,-0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Caoimhin,0.0,373,35,0,0,0,0.0,472,37,301,False,0.0,466,37,0,,None,39,726,79,0,0,None,0,,200720.jpg,0.0,477,37,0,0,0,Kelleher,0.3,280,37,False,None,0,0,a,11,14,0.0,424,13,0,9981,658,11678,433,0.0,0.0,Kelleher,0
0,0,107,75,100,2,0.39,204716,None,,0,0,-1,1,36.7,271,84,None,,0,2,1.7,3.2,0,0.08,0.02,0.15,0.03,0.07,5.85,1.13,0.01,Ibrahima,2.7,124,40,5,0.96,0,16.3,275,92,302,False,114.2,201,81,467,Muscle injury - 75% chance of playing,2023-11-13T01:00:09.473296Z,49,245,30,0,0,None,0,,204716.jpg,2.5,187,63,0,0,0.0,Konaté,1.7,136,57,False,None,5,0.96,d,11,14,12.0,338,117,20,186611,3159,208774,13500,0.6,4.1,Konaté,1
1,1,108,None,None,2,0.28,244731,None,,0,0,-1,1,119.2,106,78,None,,0,3,1.8,2.8,1,1.09,0.15,3.90,0.55,2.81,8.77,1.24,0.4,Luis,2.3,143,62,7,0.99,3,44.8,86,54,303,False,129.6,173,66,638,,None,74,24,14,0,0,None,0,,244731.jpg,3.5,101,46,0,0,0.0,Díaz,6.9,59,20,False,None,8,1.13,a,11,14,200.0,43,26,39,1316581,13692,1356148,26284,0.3,5.3,Luis Díaz,0
1,1,118,100,0,3,0.31,243016,None,,0,0,-2,2,153.9,67,49,None,,0,3,0.5,0.0,0,1.06,0.11,1.19,0.12,0.13,13.04,1.33,0.01,Alexis,1.0,261,126,9,0.92,0,31.7,158,79,304,False,147.6,150,59,880,,2023-11-05T22:00:08.929781Z,58,79,49,0,0,None,0,,243016.jpg,1.7,287,132,1,0,0.0,Mac Allister,3.1,104,28,False,None,11,1.12,a,11,14,16.0,319,161,19,136784,896,942569,10158,0.2,3.3,Mac Allister,5
0,0,118,None,None,2,0.29,60914,None,,0,0,-1,1,31.8,281,90,None,,0,2,1.2,2.2,5,0.11,0.02,0.56,0.09,0.45,8.86,1.28,0.07,Joel,1.7,195,65,6,0.87,0,19.7,251,82,305,False,134.4,168,69,621,,None,49,221,28,1,0,None,0,,60914.jpg,2.4,197,68,0,0,0.0,Matip,0.5,237,91,False,None,7,1.01,a,11,14,31.0,253,77,19,59807,1555,52366,1070,0.3,3.9,Matip,1
0,0,0,0,0,0,0,197464,None,,0,0,0,0,0.0,486,177,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Nathaniel,0.0,413,138,0,0,0,0.0,508,179,306,False,0.0,501,179,0,Loaned to Celtic - expected back January,2023-09-01T07:23:15.190757Z,40,641,176,0,0,None,0,,197464.jpg,0.0,512,175,0,0,0,Phillips,0.1,384,145,False,None,0,0,u,11,14,0.0,462,168,0,2433,0,17147,166,0.0,0.0,Phillips,0
0,3,167,0,0,1,0.12,122798,1,,0,0,-1,1,284.3,24,5,None,,1,2,0.0,0.0,0,0.99,0.12,1.46,0.18,0.47,11.37,1.42,0.06,Andrew,0.0,729,239,9,1.12,1,52.7,62,8,307,False,196.2,104,38,720,Shoulder injury - Expected back 21 Jan,2023-10-13T09:30:09.199189Z,64,49,3,0,0,None,0,,122798.jpg,3.2,121,38,0,0,0.0,Robertson,2.6,115,48,False,None,8,1.0,i,11,14,46.0,209,53,26,466850,149,684410,11175,0.0,4.1,Robertson,1
4,14,302,None,None,4,0.34,118748,None,,1,-1,5,-5,357.3,12,8,4,,3,3,8.2,9.2,16,3.29,0.28,12.03,1.03,8.74,13.38,1.15,0.75,Mohamed,8.7,4,2,9,0.78,10,134.7,2,1,308,True,479.0,2,1,1044,,None,130,2,1,0,1,2,0,,118748.jpg,8.4,1,1,0,0,0.0,Salah,46.5,4,2,False,None,12,1.03,a,11,14,509.0,3,1,101,2874851,134090,1024648,9926,0.7,7.8,Salah,1
4,5,236,None,None,5,0.43,424876,2,,0,0,1,-1,410.5,5,4,2,,1,3,5.5,6.5,3,2.60,0.22,3.41,0.29,0.81,13.88,1.18,0.07,Dominik,6.0,22,13,9,0.77,1,76.5,24,17,309,False,220.4,79,30,1055,,None,71,29,17,0,0,None,0,,424876.jpg,4.2,54,29,0,0,0.0,Szoboszlai,6.4,66,21,False,None,12,1.02,a,11,14,134.0,83,51,50,659432,16870,467204,26822,0.8,7.0,Szoboszlai,1
0,0,0,0,0,0,0,61558,None,,0,0,-2,2,0.0,687,288,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Thiago,0.0,653,264,0,0,0,0.0,692,289,310,False,0.0,689,287,0,Hip injury - Expected back 01 Jan,2023-08-25T09:30:07.201442Z,48,280,180,0,0,None,0,,61558.jpg,0.0,694,290,0,0,0,Alcántara do Nascimento,0.1,409,131,False,None,0,0,i,11,14,0.0,680,283,0,2011,23,19157,111,0.0,0.0,Thiago,0
2,3,98,None,None,3,1.01,214285,4,,1,-1,2,-2,115.0,110,20,None,,1,2,6.8,7.8,15,0.79,0.27,0.81,0.28,0.02,2.85,0.96,0.01,Konstantinos,7.3,7,2,1,0.34,0,19.9,249,81,311,False,67.8,275,111,268,,None,47,322,39,0,0,None,0,,214285.jpg,5.8,9,2,0,0,0.0,Tsimikas,11.5,34,11,False,None,3,1.01,a,11,14,15.0,320,109,29,1275951,110294,116986,8130,1.6,6.2,Tsimikas,0
0,0,0,0,0,0,0,444765,None,,0,0,0,0,0.0,508,192,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Sepp,0.0,439,157,0,0,0,0.0,530,194,312,False,0.0,523,194,0,Season long loan to Mainz 05,2023-07-17T06:21:35.145355Z,40,670,198,0,0,None,0,,444765.jpg,0.0,535,191,0,0,0,van den Berg,0.0,612,214,False,None,0,0,u,11,14,0.0,485,184,0,0,0,2178,36,0.0,0.0,Van den Berg,0
2,5,192,100,75,3,0.32,97032,None,,0,0,1,-1,75.3,167,42,3,,0,2,4.8,4.3,6,0.35,0.04,1.06,0.12,0.71,14.51,1.56,0.08,Virgil,5.3,33,11,9,0.97,0,44.9,85,16,313,False,290.4,29,6,837,,2023-11-09T08:30:08.885661Z,61,59,4,0,0,None,0,,97032.jpg,3.6,94,26,1,0,0.0,van Dijk,8.1,47,14,False,None,10,1.08,a,11,14,82.0,143,18,36,470724,20006,690681,18108,0.9,5.9,Virgil,1
0,0,32,None,None,0,0.0,441428,None,,0,0,0,0,2.4,392,144,None,,0,2,-0.2,0.8,1,0.01,0.01,0.01,0.01,0.00,1.00,0.78,0.0,Jarell,0.3,324,105,1,0.78,0,3.7,390,139,626,False,34.0,339,131,115,,None,40,668,196,0,0,None,0,,441428.jpg,1.2,341,113,0,0,0.0,Quansah,0.1,388,146,False,None,1,0.78,a,11,14,0.0,483,182,5,12532,401,8700,372,0.1,1.2,Quansah,0
0,0,0,None,None,0,0,491970,None,,0,0,0,0,0.0,655,267,None,,0,3,-0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Bobby,0.0,610,235,0,0,0,0.0,666,270,627,False,0.0,660,266,0,,None,45,435,251,0,0,None,0,,491970.jpg,0.0,669,273,0,0,0,Clark,0.0,601,229,False,None,0,0,a,11,14,0.0,646,262,0,1223,48,1632,54,0.0,0.0,Clark,0
0,0,3,100,100,0,0.0,496208,None,,0,0,-1,1,0.8,410,205,None,,0,3,-0.5,0.5,0,0.00,0.0,0.00,0.0,0.00,0.14,0.97,0.0,Ben,0.0,556,207,0,0.0,0,0.1,457,217,628,False,0.2,452,213,13,,2023-10-18T22:00:10.476427Z,44,556,311,0,0,None,0,,496208.jpg,1.0,384,178,0,0,0.0,Doak,0.0,528,188,False,None,0,0.0,a,11,14,0.0,590,236,1,4701,117,6521,115,0.0,0.2,Doak,0
0,0,3,None,None,0,0.0,491501,None,,0,0,-1,1,0.0,602,240,None,,0,3,-0.2,0.8,1,0.00,0.0,0.00,0.0,0.00,0.01,0.9,0.0,James,0.3,331,158,0,0.0,0,0.1,456,216,629,False,1.0,445,209,1,,None,44,554,309,0,0,None,0,,491501.jpg,1.0,383,177,0,0,0.0,McConnell,0.0,627,248,False,None,0,0.0,a,11,14,0.0,588,234,1,876,69,1277,49,0.1,0.2,McConnell,0
0,0,30,None,None,1,0.44,158983,None,,0,0,-1,1,6.7,374,188,None,,0,3,0.8,1.8,3,0.04,0.02,0.04,0.02,0.00,4.91,2.15,0.0,Wataru,1.3,235,111,2,0.87,0,3.3,399,185,668,False,27.2,360,159,206,,None,54,116,73,0,0,None,0,,158983.jpg,1.3,339,160,0,0,0.0,Endo,0.1,479,160,False,None,2,0.87,a,11,14,0.0,724,315,9,7760,263,6863,240,0.2,1.7,Endo,0
0,0,47,75,50,1,0.33,441266,None,,0,0,0,0,44.1,244,135,None,,0,3,0.4,0.8,0,0.16,0.05,1.03,0.34,0.87,2.88,0.96,0.29,Ryan,1.0,259,125,3,1.0,0,15.7,279,127,708,False,44.2,315,137,270,Knee injury - 75% chance of playing,2023-11-09T08:30:09.628354Z,50,206,129,0,0,None,0,,441266.jpg,1.4,317,148,0,0,0.0,Gravenberch,0.1,386,125,False,None,3,1.0,d,11,14,69.0,159,94,10,23683,130,14108,1908,0.2,2.0,Gravenberch,0
0,0,0,None,None,0,0,462491,None,,0,0,0,0,0.0,516,196,None,,0,2,-0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,447,161,0,0,0,0.0,538,198,726,False,0.0,531,198,0,,None,40,678,202,0,0,None,0,,462491.jpg,0.0,543,195,0,0,0,Chambers,0.0,632,217,False,None,0,0,a,11,14,0.0,493,188,0,1251,124,549,98,0.0,0.0,Chambers,0
